object_id,address,timestamp,source,entry_id,lat,long,What-is-the-use-of-the-site
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:01:46.999Z,mobile,53287bfafe81770200fd5eeb,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:10:32.999Z,mobile,53287e08fe81770200fd5f13,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:16:07.261Z,mobile,53287f57fe81770200fd5f27,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:16:52.497Z,mobile,53287f84fe81770200fd5f2f,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:47:27.056Z,mobile,532886affe81770200fd5fa5,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:59:56.413Z,mobile,5328899cfe81770200fd5ffd,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-18T18:24:31.046Z,mobile,53288f5ffe81770200fd606b,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-21T16:54:44.896Z,mobile,532c6ed4e7c0ce02008f24f6,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-21T16:56:44.063Z,mobile,532c6f4ce7c0ce02008f2500,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-21T17:36:49.640Z,mobile,532c78b1e7c0ce02008f2586,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-21T17:39:06.917Z,mobile,532c793ae7c0ce02008f2598,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-21T17:51:15.968Z,mobile,532c7c13e7c0ce02008f25aa,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-21T18:11:06.347Z,mobile,532c80bae7c0ce02008f25c2,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-21T18:15:37.121Z,mobile,532c81c9e7c0ce02008f25d6,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-21T18:27:35.242Z,mobile,532c8497e7c0ce02008f25f8,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-27T16:44:08.625Z,mobile,53345558fa984702008d6572,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-27T17:57:17.860Z,mobile,5334667dfa984702008d6636,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-03-28T14:09:50.203Z,mobile,533582ae77b6e3020072d98b,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-01T16:10:47.394Z,mobile,533ae50761d7990200f5654a,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-01T16:13:51.384Z,mobile,533ae5bf61d7990200f56558,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-01T16:15:08.614Z,mobile,533ae60c61d7990200f5656e,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-01T16:15:38.147Z,mobile,533ae62a61d7990200f56576,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-01T17:30:22.238Z,mobile,533af7ae61d7990200f5660c,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-01T17:45:06.481Z,mobile,533afb2261d7990200f56652,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-09T14:45:32.594Z,mobile,53455d0ceb39cb02004ad682,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-09T15:33:22.949Z,mobile,53456842eb39cb02004ad690,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-09T15:58:44.703Z,mobile,53456e34eb39cb02004ad6be,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:11:00.922Z,mobile,53457f24eb39cb02004ad740,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:26:14.787Z,mobile,534582b6eb39cb02004ad786,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:29:02.353Z,mobile,5345835eeb39cb02004ad798,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:34:00.739Z,mobile,53458488eb39cb02004ad7b4,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:46:22.434Z,mobile,5345876eeb39cb02004ad7de,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:57:24.539Z,mobile,53458a04eb39cb02004ad7fc,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-09T18:01:07.559Z,mobile,53458ae3eb39cb02004ad80a,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-10T14:23:38.806Z,mobile,5346a96ab8ba0a0200d34fcd,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-10T17:08:09.124Z,mobile,5346cff9b8ba0a0200d350c4,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-10T17:30:54.688Z,mobile,5346d54eb8ba0a0200d350e4,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-10T17:33:20.778Z,mobile,5346d5e0b8ba0a0200d350f6,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-10T17:45:15.669Z,mobile,5346d8abb8ba0a0200d35110,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-10T18:02:04.753Z,mobile,5346dc9cb8ba0a0200d3514e,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-10T18:22:22.111Z,mobile,5346e15eb8ba0a0200d3517a,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-16T13:16:06.680Z,mobile,534e8296a15cd8020086b39c,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-16T13:25:17.989Z,mobile,534e84bda15cd8020086b3b6,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-16T13:49:52.829Z,mobile,534e8a80a15cd8020086b3ea,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-16T14:51:49.765Z,mobile,534e9905a15cd8020086b496,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-16T16:19:32.213Z,mobile,534ead94a15cd8020086b50a,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-16T16:51:42.491Z,mobile,534eb51ea15cd8020086b5d6,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-16T17:10:45.074Z,mobile,534eb995a15cd8020086b5f8,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-18T13:18:41.366Z,mobile,53512631581a17020058a10e,40.46025583,-80.01884832,Parklet
0022D00104000000,848  KIRKBRIDE ST PITTSBURGH,2014-04-18T13:40:28.368Z,mobile,53512b4c581a17020058a14c,40.46025583,-80.01884832,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-18T16:30:05.959Z,mobile,5328748dfe81770200fd5e97,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:01:47.501Z,mobile,53287bfbfe81770200fd5eed,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:10:33.681Z,mobile,53287e09fe81770200fd5f15,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:16:08.535Z,mobile,53287f58fe81770200fd5f29,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:17:06.915Z,mobile,53287f92fe81770200fd5f37,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:45:56.323Z,mobile,53288654fe81770200fd5f95,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:47:01.022Z,mobile,53288695fe81770200fd5f9d,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:59:58.126Z,mobile,5328899efe81770200fd5fff,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-18T18:24:31.609Z,mobile,53288f5ffe81770200fd606d,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-21T16:54:45.837Z,mobile,532c6ed5e7c0ce02008f24fa,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-21T16:56:49.342Z,mobile,532c6f51e7c0ce02008f2506,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-21T17:36:55.771Z,mobile,532c78b7e7c0ce02008f2588,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-21T17:39:06.781Z,mobile,532c793ae7c0ce02008f2596,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-21T17:51:19.066Z,mobile,532c7c17e7c0ce02008f25ac,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-21T18:11:08.555Z,mobile,532c80bce7c0ce02008f25c4,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-21T18:15:38.523Z,mobile,532c81cae7c0ce02008f25d8,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-21T18:27:36.325Z,mobile,532c8498e7c0ce02008f25fa,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-27T16:44:13.160Z,mobile,5334555dfa984702008d6576,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-27T17:57:33.163Z,mobile,5334668dfa984702008d6638,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-03-28T14:09:50.197Z,mobile,533582ae77b6e3020072d989,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-01T16:10:48.393Z,mobile,533ae50861d7990200f5654e,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-01T16:13:52.232Z,mobile,533ae5c061d7990200f5655c,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-01T16:15:07.810Z,mobile,533ae60b61d7990200f5656a,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-01T16:15:39.425Z,mobile,533ae62b61d7990200f5657a,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-01T17:30:22.679Z,mobile,533af7ae61d7990200f56610,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-01T17:45:06.597Z,mobile,533afb2261d7990200f56654,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-09T14:45:33.382Z,mobile,53455d0deb39cb02004ad684,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-09T15:33:34.025Z,mobile,5345684eeb39cb02004ad694,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-09T15:58:46.807Z,mobile,53456e36eb39cb02004ad6c2,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:11:02.412Z,mobile,53457f26eb39cb02004ad744,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:26:13.529Z,mobile,534582b5eb39cb02004ad784,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:29:03.999Z,mobile,5345835feb39cb02004ad79a,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:34:03.910Z,mobile,5345848beb39cb02004ad7b6,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:46:21.727Z,mobile,5345876deb39cb02004ad7dc,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-09T17:57:24.752Z,mobile,53458a04eb39cb02004ad7fe,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-09T18:01:13.592Z,mobile,53458ae9eb39cb02004ad80e,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-10T14:23:42.761Z,mobile,5346a96eb8ba0a0200d34fd1,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-10T17:08:10.434Z,mobile,5346cffab8ba0a0200d350c6,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-10T17:30:57.997Z,mobile,5346d551b8ba0a0200d350ea,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-10T17:33:20.907Z,mobile,5346d5e0b8ba0a0200d350f8,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-10T17:45:16.501Z,mobile,5346d8acb8ba0a0200d35114,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-10T18:01:59.746Z,mobile,5346dc97b8ba0a0200d3514a,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-10T18:22:20.699Z,mobile,5346e15cb8ba0a0200d35178,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-16T13:16:02.639Z,mobile,534e8292a15cd8020086b398,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-16T13:25:21.398Z,mobile,534e84c1a15cd8020086b3ba,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-16T13:49:53.377Z,mobile,534e8a81a15cd8020086b3ec,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-16T14:51:51.834Z,mobile,534e9907a15cd8020086b498,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-16T16:19:26.087Z,mobile,534ead8ea15cd8020086b508,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-16T16:51:58.391Z,mobile,534eb52ea15cd8020086b5d8,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-16T17:10:51.393Z,mobile,534eb99ba15cd8020086b5fa,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-18T13:18:42.563Z,mobile,53512632581a17020058a110,40.46022883,-80.01897396,Parklet
0022D00102000000,852  KIRKBRIDE ST PITTSBURGH,2014-04-18T13:40:28.884Z,mobile,53512b4c581a17020058a14e,40.46022883,-80.01897396,Parklet
0022D00098000000,860  KIRKBRIDE ST PITTSBURGH,2014-03-18T16:30:07.029Z,mobile,5328748ffe81770200fd5e99,40.46019403,-80.01920311,Parklet
0022D00100000000,856  KIRKBRIDE ST PITTSBURGH,2014-03-18T16:30:10.498Z,mobile,53287492fe81770200fd5e9b,40.46020965,-80.01909282,Parklet
0022D00100000000,856  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:01:45.641Z,mobile,53287bf9fe81770200fd5ee7,40.46020965,-80.01909282,Parklet
0022D00100000000,856  KIRKBRIDE ST PITTSBURGH,2014-03-18T17:10:22.461Z,mobile,53287dfefe81770200fd5f0f,40.46020965,-80.01909282,Parklet
